query_id,doc_a,doc_b,winner,judge_model
q-116,24239,86416,24239,kimi-k2.6
q-116,72687,76682,72687,kimi-k2.6
q-116,42937,76682,42937,kimi-k2.6
q-116,37191,18626,37191,kimi-k2.6
q-116,94549,43000,94549,kimi-k2.6
q-116,40253,62680,62680,kimi-k2.6
q-116,42937,61818,42937,kimi-k2.6
q-116,101884,37191,101884,kimi-k2.6
q-116,64555,81315,64555,kimi-k2.6
q-116,48093,36897,36897,kimi-k2.6
q-116,18626,101884,101884,kimi-k2.6
q-116,35850,43000,35850,kimi-k2.6
q-116,70284,72687,70284,kimi-k2.6
q-116,24239,48548,24239,kimi-k2.6
q-116,63192,97995,63192,kimi-k2.6
q-116,50582,48507,50582,kimi-k2.6
q-116,43000,48093,48093,kimi-k2.6
q-116,97995,659,97995,kimi-k2.6
q-116,81315,50522,81315,kimi-k2.6
q-116,48507,128464,128464,kimi-k2.6
q-116,86416,40756,86416,kimi-k2.6
q-116,40756,37191,37191,kimi-k2.6
q-116,659,43000,659,kimi-k2.6
q-116,83522,86416,86416,kimi-k2.6
q-116,659,19377,19377,kimi-k2.6
q-116,24239,83522,24239,kimi-k2.6
q-116,40756,48507,48507,kimi-k2.6
q-116,72687,63192,63192,kimi-k2.6
q-116,52368,94549,52368,kimi-k2.6
q-116,35850,50522,35850,kimi-k2.6
q-116,40253,61818,40253,kimi-k2.6
q-116,43000,110912,110912,kimi-k2.6
q-116,62680,35850,62680,kimi-k2.6
q-116,48507,69981,69981,kimi-k2.6
q-116,101884,69981,101884,kimi-k2.6
q-116,36897,62680,62680,kimi-k2.6
q-116,38400,45657,45657,kimi-k2.6
q-116,63192,70310,63192,kimi-k2.6
q-116,48548,35993,35993,kimi-k2.6
q-116,56648,86416,86416,kimi-k2.6
q-116,50522,659,659,kimi-k2.6
q-116,62680,97995,62680,kimi-k2.6
q-116,50254,101884,101884,kimi-k2.6
q-116,64555,70284,70284,kimi-k2.6
q-116,40756,97995,97995,kimi-k2.6
q-116,101884,38400,101884,kimi-k2.6
q-116,64555,40756,64555,kimi-k2.6
q-116,110912,37191,37191,kimi-k2.6
q-116,97995,70310,70310,kimi-k2.6
q-116,45657,48548,48548,kimi-k2.6
q-116,50254,94549,94549,kimi-k2.6
q-116,43000,40756,40756,kimi-k2.6
q-116,52368,83522,52368,kimi-k2.6
q-116,35993,128464,35993,kimi-k2.6
q-116,43000,56648,56648,kimi-k2.6
q-116,18626,69981,69981,kimi-k2.6
q-116,63192,64106,63192,kimi-k2.6
q-116,19377,52368,52368,kimi-k2.6
q-116,36897,76682,76682,kimi-k2.6
q-116,35850,64106,35850,kimi-k2.6
q-116,94549,64555,64555,kimi-k2.6
q-116,61818,36897,61818,kimi-k2.6
q-116,659,61818,61818,kimi-k2.6
q-116,83522,48093,48093,kimi-k2.6
q-116,128464,45657,45657,kimi-k2.6
q-116,38400,64555,64555,kimi-k2.6
q-116,48507,64106,64106,kimi-k2.6
q-116,128464,48093,48093,kimi-k2.6
q-116,62680,40756,62680,kimi-k2.6
q-116,50582,64555,64555,kimi-k2.6
q-116,86416,42937,42937,kimi-k2.6
q-116,97995,110912,110912,kimi-k2.6
q-117,78866,39580,39580,kimi-k2.6
q-117,61279,126709,126709,kimi-k2.6
q-117,64294,78863,64294,kimi-k2.6
q-117,114949,44930,44930,kimi-k2.6
q-117,103023,59238,59238,kimi-k2.6
q-117,103023,68929,103023,kimi-k2.6
q-117,60454,43251,43251,kimi-k2.6
q-117,97368,61240,97368,kimi-k2.6
q-117,63011,43006,63011,kimi-k2.6
q-117,126825,78866,78866,kimi-k2.6
q-117,17714,57735,57735,kimi-k2.6
q-117,43456,57735,57735,kimi-k2.6
q-117,29334,60454,60454,kimi-k2.6
q-117,55193,27986,55193,kimi-k2.6
q-117,17714,56432,56432,kimi-k2.6
q-117,29334,78866,78866,kimi-k2.6
q-117,43006,30285,30285,kimi-k2.6
q-117,117086,61279,61279,kimi-k2.6
q-117,44930,43456,43456,kimi-k2.6
q-117,43456,23023,43456,kimi-k2.6
q-117,23966,68929,23966,kimi-k2.6
q-117,56432,30285,56432,kimi-k2.6
q-117,55193,64294,64294,kimi-k2.6
q-117,43456,55193,43456,kimi-k2.6
q-117,34345,63011,63011,kimi-k2.6
q-117,57735,30285,30285,kimi-k2.6
q-117,23023,126936,126936,kimi-k2.6
q-117,33270,126961,126961,kimi-k2.6
q-117,126936,126825,126825,kimi-k2.6
q-117,34345,39580,39580,kimi-k2.6
q-117,29334,64294,64294,kimi-k2.6
q-117,61240,103023,103023,kimi-k2.6
q-117,97368,50483,50483,kimi-k2.6
q-117,126709,126825,126709,kimi-k2.6
q-117,39580,61279,61279,kimi-k2.6
q-117,117086,44930,117086,kimi-k2.6
q-117,68929,126961,126961,kimi-k2.6
q-117,64294,126961,64294,kimi-k2.6
q-117,23966,97368,97368,kimi-k2.6
q-117,61279,29334,61279,kimi-k2.6
q-117,43006,126961,43006,kimi-k2.6
q-117,43456,43006,43006,kimi-k2.6
q-117,55193,71722,71722,kimi-k2.6
q-117,71722,43251,71722,kimi-k2.6
q-117,114949,17714,114949,kimi-k2.6
q-117,71722,23354,71722,kimi-k2.6
q-117,45056,23023,45056,kimi-k2.6
q-117,29162,59238,59238,kimi-k2.6
q-117,126709,97368,97368,kimi-k2.6
q-117,117086,126825,126825,kimi-k2.6
q-117,43251,63011,63011,kimi-k2.6
q-117,34345,126961,126961,kimi-k2.6
q-117,50686,23354,50686,kimi-k2.6
q-117,125730,50686,50686,kimi-k2.6
q-117,117086,114949,114949,kimi-k2.6
q-117,56432,23023,56432,kimi-k2.6
q-117,68929,43251,43251,kimi-k2.6
q-117,23966,63011,63011,kimi-k2.6
q-117,17714,33270,33270,kimi-k2.6
q-117,23354,23966,23966,kimi-k2.6
q-117,125730,126936,126936,kimi-k2.6
q-117,27986,117086,117086,kimi-k2.6
q-117,56432,126825,126825,kimi-k2.6
q-117,23966,45056,45056,kimi-k2.6
q-117,29334,125730,125730,kimi-k2.6
q-117,60454,61279,61279,kimi-k2.6
q-117,29162,78863,78863,kimi-k2.6
q-117,125730,44930,125730,kimi-k2.6
q-117,55193,33270,33270,kimi-k2.6
q-117,30285,23023,30285,kimi-k2.6
q-117,57735,23966,23966,kimi-k2.6
q-117,126825,44930,126825,kimi-k2.6
q-117,61240,39580,39580,kimi-k2.6
q-117,43251,50483,50483,kimi-k2.6
q-117,45056,61279,61279,kimi-k2.6
q-117,57735,97368,97368,kimi-k2.6
q-117,45056,59238,59238,kimi-k2.6
q-117,23354,57735,57735,kimi-k2.6
q-117,30285,33270,33270,kimi-k2.6
q-117,23966,55193,23966,kimi-k2.6
q-117,126961,50483,50483,kimi-k2.6
q-117,29162,61240,61240,kimi-k2.6
q-117,61279,56432,56432,kimi-k2.6
q-117,126709,61240,126709,kimi-k2.6
q-117,50686,43251,43251,kimi-k2.6
q-117,55193,23354,23354,kimi-k2.6
q-117,68929,45056,45056,kimi-k2.6
q-117,78866,63011,63011,kimi-k2.6
q-117,17714,60454,60454,kimi-k2.6
q-117,103023,39580,103023,kimi-k2.6
q-117,17714,125730,125730,kimi-k2.6
q-117,126825,114949,126825,kimi-k2.6
q-117,23023,33270,33270,kimi-k2.6
q-117,71722,78866,71722,kimi-k2.6
q-117,126825,43456,126825,kimi-k2.6
q-117,50686,57735,57735,kimi-k2.6
q-117,114949,23354,23354,kimi-k2.6
q-117,64294,27986,64294,kimi-k2.6
q-117,50483,45056,50483,kimi-k2.6
q-117,29334,63011,63011,kimi-k2.6
q-117,44930,103023,103023,kimi-k2.6
q-117,114949,103023,103023,kimi-k2.6
q-117,56432,125730,56432,kimi-k2.6
q-117,43006,29334,43006,kimi-k2.6
q-117,64294,33270,64294,kimi-k2.6
q-117,126936,126709,126709,kimi-k2.6
q-117,29334,45056,45056,kimi-k2.6
q-117,60454,71722,71722,kimi-k2.6
q-117,78863,114949,114949,kimi-k2.6
q-117,78866,78863,78866,kimi-k2.6
q-117,61240,59238,59238,kimi-k2.6
q-117,27986,61279,61279,kimi-k2.6
q-117,34345,78866,78866,kimi-k2.6
q-117,126936,117086,126936,kimi-k2.6
q-117,23966,33270,33270,kimi-k2.6
q-117,50483,44930,50483,kimi-k2.6
q-117,27986,29162,29162,kimi-k2.6
q-117,17714,59238,59238,kimi-k2.6
q-117,50686,126936,126936,kimi-k2.6
q-117,43456,61279,61279,kimi-k2.6
q-117,23354,29334,29334,kimi-k2.6
q-117,78863,126709,126709,kimi-k2.6
q-117,17714,29162,29162,kimi-k2.6
q-117,44930,23354,23354,kimi-k2.6
q-117,23023,60454,60454,kimi-k2.6
q-117,78866,126936,78866,kimi-k2.6
q-117,78863,63011,63011,kimi-k2.6
q-117,34345,117086,117086,kimi-k2.6
q-117,43251,30285,43251,kimi-k2.6
q-117,43006,59238,59238,kimi-k2.6
q-117,39580,50686,50686,kimi-k2.6
q-117,125730,23023,125730,kimi-k2.6
q-117,43251,114949,43251,kimi-k2.6
q-117,30285,23354,30285,kimi-k2.6
q-117,64294,61240,64294,kimi-k2.6
q-117,78863,71722,71722,kimi-k2.6
q-117,126709,50686,126709,kimi-k2.6
q-117,33270,60454,60454,kimi-k2.6
q-117,43006,78863,43006,kimi-k2.6
q-117,68929,17714,68929,kimi-k2.6
q-117,39580,126709,126709,kimi-k2.6
q-117,50483,78866,78866,kimi-k2.6
q-117,29162,126936,126936,kimi-k2.6
q-117,125730,59238,59238,kimi-k2.6
q-117,68929,126825,126825,kimi-k2.6
q-117,97368,27986,97368,kimi-k2.6
q-117,29162,34345,34345,kimi-k2.6
q-117,23966,60454,60454,kimi-k2.6
q-117,126709,57735,126709,kimi-k2.6
q-117,50686,117086,117086,kimi-k2.6
q-117,63011,97368,97368,kimi-k2.6
q-117,56432,39580,56432,kimi-k2.6
q-117,126961,60454,60454,kimi-k2.6
q-117,55193,50686,50686,kimi-k2.6
q-117,30285,68929,30285,kimi-k2.6
q-117,45056,44930,45056,kimi-k2.6
q-117,64294,50483,50483,kimi-k2.6
q-117,78863,34345,78863,kimi-k2.6
q-117,103023,125730,103023,kimi-k2.6
q-117,45056,29162,45056,kimi-k2.6
q-117,97368,126936,97368,kimi-k2.6
q-117,117086,57735,57735,kimi-k2.6
q-117,23023,63011,63011,kimi-k2.6
q-117,43006,50483,50483,kimi-k2.6
q-117,71722,43456,71722,kimi-k2.6
q-117,125730,78863,125730,kimi-k2.6
q-117,126825,103023,103023,kimi-k2.6
q-117,43456,126936,126936,kimi-k2.6
q-117,33270,71722,71722,kimi-k2.6
q-117,43006,97368,97368,kimi-k2.6
q-117,34345,27986,27986,kimi-k2.6
q-117,55193,29334,29334,kimi-k2.6
q-117,63011,27986,63011,kimi-k2.6
q-117,126961,56432,56432,kimi-k2.6
q-117,29162,44930,44930,kimi-k2.6
q-117,61240,68929,61240,kimi-k2.6
q-117,59238,71722,71722,kimi-k2.6
q-117,23023,39580,39580,kimi-k2.6
q-117,17714,34345,34345,kimi-k2.6
q-118,63267,74289,63267,kimi-k2.6
q-118,62871,47351,47351,kimi-k2.6
q-117,103023,64294,64294,kimi-k2.6
q-118,47351,64375,47351,kimi-k2.6
q-118,23366,64407,23366,kimi-k2.6
q-118,48223,43407,43407,kimi-k2.6
q-118,67189,46903,67189,kimi-k2.6
q-118,65636,68240,65636,kimi-k2.6
q-118,68240,80986,80986,kimi-k2.6
q-118,66142,68240,68240,kimi-k2.6
q-118,70701,74289,70701,kimi-k2.6
q-118,80986,64375,64375,kimi-k2.6
q-118,56575,80986,56575,kimi-k2.6
q-118,62199,47351,62199,kimi-k2.6
q-118,35702,56575,56575,kimi-k2.6
q-117,23354,59238,59238,kimi-k2.6
q-117,114949,78866,78866,kimi-k2.6
q-118,37382,46903,46903,kimi-k2.6
q-118,62199,67189,62199,kimi-k2.6
q-118,56251,62199,62199,kimi-k2.6
q-118,59677,124093,124093,kimi-k2.6
q-118,64375,23366,23366,kimi-k2.6
q-118,46903,57175,57175,kimi-k2.6
q-118,64375,46903,46903,kimi-k2.6
q-118,62199,110318,62199,kimi-k2.6
q-118,61043,37382,61043,kimi-k2.6
q-118,124127,68240,124127,kimi-k2.6
q-118,56575,97978,56575,kimi-k2.6
q-118,62199,37382,62199,kimi-k2.6
q-118,35733,110318,110318,kimi-k2.6
q-118,43407,47770,47770,kimi-k2.6
q-118,59677,61043,61043,kimi-k2.6
q-118,64375,62199,62199,kimi-k2.6
q-118,124093,86796,124093,kimi-k2.6
q-118,63267,59677,63267,kimi-k2.6
q-118,39543,61043,61043,kimi-k2.6
q-118,61043,35702,61043,kimi-k2.6
q-118,39543,49004,39543,kimi-k2.6
q-118,80986,37382,37382,kimi-k2.6
q-118,86796,56575,56575,kimi-k2.6
q-118,47351,56251,56251,kimi-k2.6
q-118,110318,47351,47351,kimi-k2.6
q-118,86796,68240,68240,kimi-k2.6
q-118,41134,62199,62199,kimi-k2.6
q-118,49004,110318,110318,kimi-k2.6
q-118,39445,35702,39445,kimi-k2.6
q-118,64407,46903,46903,kimi-k2.6
q-118,66469,70701,70701,kimi-k2.6
q-118,39444,47770,47770,kimi-k2.6
q-118,56251,62871,56251,kimi-k2.6
q-118,67189,97978,67189,kimi-k2.6
q-118,57175,62871,57175,kimi-k2.6
q-118,97978,64407,64407,kimi-k2.6
q-118,59677,66142,59677,kimi-k2.6
q-118,74289,61043,61043,kimi-k2.6
q-118,39543,97978,39543,kimi-k2.6
q-118,43407,23366,23366,kimi-k2.6
q-118,63267,66142,63267,kimi-k2.6
q-118,23366,59677,59677,kimi-k2.6
q-118,64407,66469,66469,kimi-k2.6
q-118,37382,57175,57175,kimi-k2.6
q-118,66142,35702,35702,kimi-k2.6
q-118,69837,48223,69837,kimi-k2.6
q-118,35733,43407,35733,kimi-k2.6
q-118,35702,86796,86796,kimi-k2.6
q-118,46903,39543,39543,kimi-k2.6
q-118,72840,35809,35809,kimi-k2.6
q-118,59677,97978,97978,kimi-k2.6
q-118,48223,47351,47351,kimi-k2.6
q-118,35733,56251,56251,kimi-k2.6
q-118,70701,66142,70701,kimi-k2.6
q-118,70701,65636,65636,kimi-k2.6
q-118,39444,63267,63267,kimi-k2.6
q-118,57175,35702,57175,kimi-k2.6
q-118,39543,57175,57175,kimi-k2.6
q-118,69837,49004,69837,kimi-k2.6
q-118,69837,39445,69837,kimi-k2.6
q-118,57175,64407,57175,kimi-k2.6
q-118,68240,46903,46903,kimi-k2.6
q-118,41134,66142,41134,kimi-k2.6
q-118,61043,124093,61043,kimi-k2.6
q-118,80986,66469,66469,kimi-k2.6
q-118,56251,65636,65636,kimi-k2.6
q-118,57175,43407,57175,kimi-k2.6
q-118,43407,39445,39445,kimi-k2.6
q-118,47770,35809,47770,kimi-k2.6
q-118,66469,74289,66469,kimi-k2.6
q-118,48223,49004,49004,kimi-k2.6
q-118,68240,56575,56575,kimi-k2.6
q-118,23366,70701,70701,kimi-k2.6
q-118,39444,67189,67189,kimi-k2.6
q-118,72840,80986,72840,kimi-k2.6
q-118,64407,35702,35702,kimi-k2.6
q-118,48223,72840,72840,kimi-k2.6
q-118,72840,74289,74289,kimi-k2.6
q-118,37382,39444,39444,kimi-k2.6
q-118,70701,35733,35733,kimi-k2.6
q-118,43407,62199,62199,kimi-k2.6
q-118,39444,41134,41134,kimi-k2.6
q-118,80986,65636,65636,kimi-k2.6
q-118,35809,61043,61043,kimi-k2.6
q-118,62871,39444,39444,kimi-k2.6
q-118,48223,39445,39445,kimi-k2.6
q-118,63267,35809,63267,kimi-k2.6
q-118,35733,69837,69837,kimi-k2.6
q-118,39543,56251,56251,kimi-k2.6
q-118,63267,110318,63267,kimi-k2.6
q-118,124127,48223,124127,kimi-k2.6
q-118,110318,39543,39543,kimi-k2.6
q-118,39445,70701,70701,kimi-k2.6
q-118,41134,43407,41134,kimi-k2.6
q-118,61043,66469,61043,kimi-k2.6
q-118,41134,59677,41134,kimi-k2.6
q-118,64375,69837,69837,kimi-k2.6
q-118,56575,69837,69837,kimi-k2.6
q-118,124127,47351,47351,kimi-k2.6
q-118,48223,37382,37382,kimi-k2.6
q-118,59677,68240,59677,kimi-k2.6
q-118,48223,46903,46903,kimi-k2.6
q-118,65636,124127,65636,kimi-k2.6
q-118,47770,47351,47351,kimi-k2.6
q-118,35809,67189,67189,kimi-k2.6
q-118,70701,110318,70701,kimi-k2.6
q-118,47351,124093,47351,kimi-k2.6
q-118,35702,72840,72840,kimi-k2.6
q-118,124127,35809,124127,kimi-k2.6
q-118,63267,47770,63267,kimi-k2.6
q-118,72840,46903,46903,kimi-k2.6
q-118,97978,69837,69837,kimi-k2.6
q-118,35809,97978,97978,kimi-k2.6
q-118,64407,39444,39444,kimi-k2.6
q-118,62871,124093,124093,kimi-k2.6
q-118,64375,43407,64375,kimi-k2.6
q-118,62199,72840,62199,kimi-k2.6
q-118,86796,65636,65636,kimi-k2.6
q-118,56575,37382,56575,kimi-k2.6
q-118,72840,35733,35733,kimi-k2.6
q-118,69837,67189,67189,kimi-k2.6
q-118,74289,124127,124127,kimi-k2.6
q-118,46903,56575,56575,kimi-k2.6
q-118,62871,49004,49004,kimi-k2.6
q-118,65636,64407,65636,kimi-k2.6
q-118,61043,39445,61043,kimi-k2.6
q-118,39444,56251,56251,kimi-k2.6
q-118,97978,23366,23366,kimi-k2.6
q-118,69837,39543,69837,kimi-k2.6
q-118,49004,39445,39445,kimi-k2.6
q-118,47351,49004,47351,kimi-k2.6
q-118,41134,70701,70701,kimi-k2.6
q-118,35733,97978,35733,kimi-k2.6
q-118,56251,63267,56251,kimi-k2.6
q-118,56575,41134,41134,kimi-k2.6
q-118,35733,124127,35733,kimi-k2.6
q-118,39444,110318,110318,kimi-k2.6
q-118,47770,41134,41134,kimi-k2.6
q-118,23366,86796,23366,kimi-k2.6
q-118,74289,39445,39445,kimi-k2.6
q-118,110318,66469,66469,kimi-k2.6
q-118,66142,47770,47770,kimi-k2.6
q-118,62871,80986,62871,kimi-k2.6
q-118,124127,64375,124127,kimi-k2.6
q-118,37382,49004,37382,kimi-k2.6
q-118,62199,86796,62199,kimi-k2.6
q-118,57175,74289,57175,kimi-k2.6
q-118,41134,35733,35733,kimi-k2.6
q-118,86796,35733,35733,kimi-k2.6
q-118,68240,124093,124093,kimi-k2.6
q-118,68240,66469,66469,kimi-k2.6
q-118,64375,47770,47770,kimi-k2.6
q-118,39445,67189,67189,kimi-k2.6
q-118,56575,124093,124093,kimi-k2.6
q-118,56251,43407,56251,kimi-k2.6
q-118,124093,64375,64375,kimi-k2.6
q-118,72840,37382,37382,kimi-k2.6
q-118,64407,35809,64407,kimi-k2.6
q-118,66142,67189,67189,kimi-k2.6
q-118,70701,39444,70701,kimi-k2.6
q-118,67189,62871,67189,kimi-k2.6
q-118,23366,39543,39543,kimi-k2.6
q-118,41134,61043,61043,kimi-k2.6
q-118,86796,49004,49004,kimi-k2.6
q-118,72840,63267,63267,kimi-k2.6
q-119,50617,80728,80728,kimi-k2.6
q-118,49004,57175,57175,kimi-k2.6
q-119,94479,45446,45446,kimi-k2.6
q-119,109397,94479,94479,kimi-k2.6
q-119,40360,76561,76561,kimi-k2.6
q-119,120109,115090,115090,kimi-k2.6
q-119,72053,120149,120149,kimi-k2.6
q-119,66981,61280,61280,kimi-k2.6
q-119,27702,45446,45446,kimi-k2.6
q-119,27702,62488,62488,kimi-k2.6
q-119,120109,45446,45446,kimi-k2.6
q-119,99877,65280,65280,kimi-k2.6
q-119,94479,66949,66949,kimi-k2.6
q-119,60660,25433,60660,kimi-k2.6
q-119,51562,50617,51562,kimi-k2.6
q-119,44873,44871,44873,kimi-k2.6
q-119,120109,66949,66949,kimi-k2.6
q-119,115090,70264,115090,kimi-k2.6
q-119,80728,119692,119692,kimi-k2.6
q-119,69737,44873,44873,kimi-k2.6
q-119,44873,45446,45446,kimi-k2.6
q-119,101287,83010,101287,kimi-k2.6
q-119,26382,41924,41924,kimi-k2.6
q-119,80728,99877,99877,kimi-k2.6
q-119,119692,94479,119692,kimi-k2.6
q-119,27702,115090,115090,kimi-k2.6
q-119,44873,52667,52667,kimi-k2.6
q-119,43504,56261,56261,kimi-k2.6
q-119,80728,41924,41924,kimi-k2.6
q-119,66981,52667,52667,kimi-k2.6
q-119,51562,115090,115090,kimi-k2.6
q-119,109397,44871,109397,kimi-k2.6
q-119,97867,25433,97867,kimi-k2.6
q-119,109641,51562,51562,kimi-k2.6
q-119,97867,22735,22735,kimi-k2.6
q-119,69737,83010,69737,kimi-k2.6
q-119,61280,69737,69737,kimi-k2.6
q-119,65280,109641,109641,kimi-k2.6
q-119,44873,83010,44873,kimi-k2.6
q-119,62488,65280,65280,kimi-k2.6
q-119,62488,99877,99877,kimi-k2.6
q-119,109641,80728,109641,kimi-k2.6
q-119,66949,72053,66949,kimi-k2.6
q-119,109641,60660,60660,kimi-k2.6
q-119,65280,52667,52667,kimi-k2.6
q-119,25433,62488,62488,kimi-k2.6
q-119,115090,52052,52052,kimi-k2.6
q-119,83010,52052,52052,kimi-k2.6
q-119,109397,51286,109397,kimi-k2.6
q-119,119692,52667,52667,kimi-k2.6
q-119,22735,62488,62488,kimi-k2.6
q-119,25433,94479,94479,kimi-k2.6
q-119,76561,109397,109397,kimi-k2.6
q-119,25433,40360,40360,kimi-k2.6
q-119,76561,83010,76561,kimi-k2.6
q-119,19740,70264,19740,kimi-k2.6
q-119,97867,52052,52052,kimi-k2.6
q-119,52667,120149,120149,kimi-k2.6
q-119,70264,22735,22735,kimi-k2.6
q-119,26382,109641,109641,kimi-k2.6
q-119,70264,80728,80728,kimi-k2.6
q-119,120149,62488,120149,kimi-k2.6
q-119,99877,66981,66981,kimi-k2.6
q-119,101287,51286,51286,kimi-k2.6
q-119,25433,51562,51562,kimi-k2.6
q-119,119692,43504,119692,kimi-k2.6
q-119,101287,119692,119692,kimi-k2.6
q-119,44871,45446,45446,kimi-k2.6
q-119,19740,26382,26382,kimi-k2.6
q-119,56261,94479,56261,kimi-k2.6
q-119,80728,25433,80728,kimi-k2.6
q-119,99877,50617,99877,kimi-k2.6
q-119,43504,69737,69737,kimi-k2.6
q-119,66981,119692,119692,kimi-k2.6
q-119,62488,44873,44873,kimi-k2.6
q-119,66949,50617,66949,kimi-k2.6
q-119,52667,109397,52667,kimi-k2.6
q-119,24469,19740,24469,kimi-k2.6
q-119,61280,101287,61280,kimi-k2.6
q-119,50617,65280,65280,kimi-k2.6
q-119,50617,119692,119692,kimi-k2.6
q-119,51562,120109,120109,kimi-k2.6
q-119,44871,27702,27702,kimi-k2.6
q-119,69737,109641,109641,kimi-k2.6
q-119,99877,40360,99877,kimi-k2.6
q-119,97867,109397,109397,kimi-k2.6
q-119,43504,41924,41924,kimi-k2.6
q-119,50617,120149,120149,kimi-k2.6
q-119,26382,51286,26382,kimi-k2.6
q-119,24469,26382,26382,kimi-k2.6
q-119,120109,109397,120109,kimi-k2.6
q-119,76561,60660,60660,kimi-k2.6
q-119,115090,69737,115090,kimi-k2.6
q-119,97867,62488,62488,kimi-k2.6
q-119,43504,52667,52667,kimi-k2.6
q-119,76561,52052,52052,kimi-k2.6
q-119,45446,72053,45446,kimi-k2.6
q-119,109397,43504,43504,kimi-k2.6
q-119,24469,72053,72053,kimi-k2.6
q-119,51286,60660,60660,kimi-k2.6
q-119,70264,52052,52052,kimi-k2.6
q-119,45446,119692,45446,kimi-k2.6
q-119,61280,40360,61280,kimi-k2.6
q-119,41924,99877,41924,kimi-k2.6
q-119,41924,44873,41924,kimi-k2.6
q-119,109641,51286,109641,kimi-k2.6
q-119,97867,44871,44871,kimi-k2.6
q-119,56261,66949,66949,kimi-k2.6
q-119,40360,120149,120149,kimi-k2.6
q-119,72053,41924,41924,kimi-k2.6
q-119,62488,70264,70264,kimi-k2.6
q-119,25433,56261,56261,kimi-k2.6
q-119,50617,27702,27702,kimi-k2.6
q-119,109641,76561,109641,kimi-k2.6
q-119,97867,51286,51286,kimi-k2.6
q-119,101287,66981,66981,kimi-k2.6
q-119,43504,60660,60660,kimi-k2.6
q-119,72053,19740,72053,kimi-k2.6
q-119,94479,80728,80728,kimi-k2.6
q-119,65280,70264,65280,kimi-k2.6
q-119,65280,19740,65280,kimi-k2.6
q-119,66981,51562,51562,kimi-k2.6
q-119,65280,22735,65280,kimi-k2.6
q-119,80728,120109,120109,kimi-k2.6
q-119,101287,56261,56261,kimi-k2.6
q-119,44871,80728,80728,kimi-k2.6
q-119,52052,27702,52052,kimi-k2.6
q-119,83010,94479,94479,kimi-k2.6
q-119,69737,72053,72053,kimi-k2.6
q-119,70264,120149,120149,kimi-k2.6
q-119,24469,50617,24469,kimi-k2.6
q-119,69737,27702,69737,kimi-k2.6
q-119,22735,120149,120149,kimi-k2.6
q-119,65280,27702,65280,kimi-k2.6
q-119,56261,69737,69737,kimi-k2.6
q-119,51562,65280,65280,kimi-k2.6
q-119,24469,120149,120149,kimi-k2.6
q-119,40360,115090,115090,kimi-k2.6
q-119,60660,45446,45446,kimi-k2.6
q-119,119692,56261,56261,kimi-k2.6
q-119,66981,26382,26382,kimi-k2.6
q-119,27702,120149,120149,kimi-k2.6
q-119,22735,83010,22735,kimi-k2.6
q-119,26382,44871,26382,kimi-k2.6
q-119,99877,60660,60660,kimi-k2.6
q-119,24469,109641,109641,kimi-k2.6
q-119,61280,44873,44873,kimi-k2.6
q-119,70264,52667,52667,kimi-k2.6
q-119,19740,52052,52052,kimi-k2.6
q-119,45446,83010,45446,kimi-k2.6
q-119,41924,25433,41924,kimi-k2.6
q-119,56261,60660,60660,kimi-k2.6
q-119,41924,24469,41924,kimi-k2.6
q-119,61280,52052,52052,kimi-k2.6
q-119,119692,52052,52052,kimi-k2.6
q-119,72053,51286,72053,kimi-k2.6
q-119,83010,56261,56261,kimi-k2.6
q-119,26382,43504,26382,kimi-k2.6
q-119,24469,101287,101287,kimi-k2.6
q-119,101287,22735,22735,kimi-k2.6
q-119,101287,120109,120109,kimi-k2.6
q-119,43504,120109,120109,kimi-k2.6
q-119,76561,44871,76561,kimi-k2.6
q-119,109397,120149,120149,kimi-k2.6
q-119,97867,66949,66949,kimi-k2.6
q-119,76561,43504,43504,kimi-k2.6
q-119,97867,115090,115090,kimi-k2.6
q-119,50617,94479,94479,kimi-k2.6
q-119,44871,66981,66981,kimi-k2.6
q-119,76561,66981,66981,kimi-k2.6
q-119,26382,72053,26382,kimi-k2.6
q-119,22735,19740,22735,kimi-k2.6
q-119,27702,19740,19740,kimi-k2.6
q-119,24469,51286,24469,kimi-k2.6
q-119,60660,19740,60660,kimi-k2.6
q-119,66949,52667,66949,kimi-k2.6
q-119,52667,72053,72053,kimi-k2.6
q-119,101287,51562,51562,kimi-k2.6
q-119,115090,19740,115090,kimi-k2.6
q-119,22735,45446,45446,kimi-k2.6
q-119,69737,99877,99877,kimi-k2.6
q-120,38856,56405,56405,kimi-k2.6
q-120,52396,124165,124165,kimi-k2.6
q-120,80688,59337,59337,kimi-k2.6
q-119,94479,40360,40360,kimi-k2.6
q-120,39939,36486,39939,kimi-k2.6
q-120,52166,66200,52166,kimi-k2.6
q-119,41924,51286,41924,kimi-k2.6
q-120,33989,67624,33989,kimi-k2.6
q-120,94035,80688,80688,kimi-k2.6
q-120,88721,52516,52516,kimi-k2.6
q-120,110829,51366,110829,kimi-k2.6
q-120,118905,124165,124165,kimi-k2.6
q-120,44557,54362,54362,kimi-k2.6
q-120,118905,39346,39346,kimi-k2.6
q-120,71853,100601,100601,kimi-k2.6
q-120,39346,110793,39346,kimi-k2.6
q-119,22735,51286,22735,kimi-k2.6
q-120,93767,54362,54362,kimi-k2.6
q-120,56405,119094,119094,kimi-k2.6
q-120,89153,80688,80688,kimi-k2.6
q-120,127251,94035,94035,kimi-k2.6
